Journal Title,e-ISSN ,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
Sports Economics Review,2773-1618,Hybrid,Y,,,Elsevier,2023-2025
Sports Orthopaedics and Traumatology,0949-328X,Hybrid,Y,,,Elsevier,2023-2025
Statistics & Probability Letters,0167-7152,Hybrid,Y,,,Elsevier,2023-2025
Steroids,0039-128X,Hybrid,Y,,,Elsevier,2023-2025
Stochastic Processes and their Applications,0304-4149,Hybrid,Y,,,Elsevier,2023-2025
Structural Change and Economic Dynamics,0954-349X,Hybrid,Y,,,Elsevier,2023-2025
Structural Safety,0167-4730,Hybrid,Y,,,Elsevier,2023-2025
Structures,2352-0124,Hybrid,Y,,,Elsevier,2023-2025
Studies in Educational Evaluation,0191-491X,Hybrid,Y,,,Elsevier,2023-2025
Studies in History and Philosophy of Science,0039-3681,Hybrid,Y,,,Elsevier,2023-2025
Surface and Coatings Technology,0257-8972,Hybrid,Y,,,Elsevier,2023-2025
Surface Science,0039-6028,Hybrid,Y,,,Elsevier,2023-2025
Surface Science Reports,0167-5729,Hybrid,Y,,,Elsevier,2023-2025
Surfaces and Interfaces,2468-0230,Hybrid,Y,,,Elsevier,2023-2025
Surgery,0039-6060,Hybrid,Y,,,Elsevier,2023-2025
Surgery for Obesity and Related Diseases,1550-7289,Hybrid,Y,,,Elsevier,2023-2025
Surgical Oncology,0960-7404,Hybrid,Y,,,Elsevier,2023-2025
Survey of Ophthalmology,0039-6257,Hybrid,Y,,,Elsevier,2023-2025
Sustainable Chemistry and Pharmacy,2352-5541,Hybrid,Y,,,Elsevier,2023-2025
Sustainable Chemistry One World,2950-3574,Hybrid,Y,,,Elsevier,2023-2025
Sustainable Cities and Society,2210-6707,Hybrid,Y,,,Elsevier,2023-2025
Sustainable Computing: Informatics and Systems,2210-5379,Hybrid,Y,,,Elsevier,2023-2025
Sustainable Energy Technologies and Assessments,2213-1388,Hybrid,Y,,,Elsevier,2023-2025
"Sustainable Energy, Grids and Networks",2352-4677,Hybrid,Y,,,Elsevier,2023-2025
Sustainable Materials and Technologies,2214-9937,Hybrid,Y,,,Elsevier,2023-2025
Sustainable Production and Consumption,2352-5509,Hybrid,Y,,,Elsevier,2023-2025
Swarm and Evolutionary Computation,2210-6502,Hybrid,Y,,,Elsevier,2023-2025
Synthetic Metals,0379-6779,Hybrid,Y,,,Elsevier,2023-2025
System,0346-251X,Hybrid,Y,,,Elsevier,2023-2025
Systematic and Applied Microbiology,0723-2020,Hybrid,Y,,,Elsevier,2023-2025
Systems & Control Letters,0167-6911,Hybrid,Y,,,Elsevier,2023-2025
Talanta,0039-9140,Hybrid,Y,,,Elsevier,2023-2025
Teaching and Learning in Nursing,1557-3087,Hybrid,Y,,,Elsevier,2023-2025
Teaching and Teacher Education,0742-051X,Hybrid,Y,,,Elsevier,2023-2025
Techniques and Innovations in Gastrointestinal Endoscopy,2590-0307,Hybrid,Y,,,Elsevier,2023-2025
Techniques in Vascular and Interventional Radiology,1089-2516,Hybrid,Y,,,Elsevier,2023-2025
Technological Forecasting and Social Change,0040-1625,Hybrid,Y,,,Elsevier,2023-2025
Technology in Society,0160-791X,Hybrid,Y,,,Elsevier,2023-2025
Technovation,0166-4972,Hybrid,Y,,,Elsevier,2023-2025
Tectonophysics,0040-1951,Hybrid,Y,,,Elsevier,2023-2025
Telecommunications Policy,0308-5961,Hybrid,Y,,,Elsevier,2023-2025
Telematics and Informatics,0736-5853,Hybrid,Y,,,Elsevier,2023-2025
Tetrahedron,0040-4020,Hybrid,Y,,,Elsevier,2023-2025
Tetrahedron Letters,0040-4039,Hybrid,Y,,,Elsevier,2023-2025
The American Journal of Cardiology,0002-9149,Hybrid,Y,,,Elsevier,2023-2025
The American Journal of Clinical Nutrition,0002-9165,Hybrid,Y,,,Elsevier,2023-2025
The American Journal of Geriatric Psychiatry,1064-7481,Hybrid,Y,,,Elsevier,2023-2025
The American Journal of Medicine,0002-9343,Hybrid,Y,,,Elsevier,2023-2025
The American Journal of Pathology,0002-9440,Hybrid,Y,,,Elsevier,2023-2025
The American Journal of Surgery,0002-9610,Hybrid,Y,,,Elsevier,2023-2025
The American Journal of the Medical Sciences,0002-9629,Hybrid,Y,,,Elsevier,2023-2025
The Annals of Thoracic Surgery,0003-4975,Hybrid,Y,,,Elsevier,2023-2025
The Arts in Psychotherapy,0197-4556,Hybrid,Y,,,Elsevier,2023-2025
The British Accounting Review,0890-8389,Hybrid,Y,,,Elsevier,2023-2025
The Egyptian Rheumatologist,1110-1164,Hybrid,Y,,,Elsevier,2023-2025
The Electricity Journal,1040-6190,Hybrid,Y,,,Elsevier,2023-2025
The European Journal of Psychiatry,0213-6163,Hybrid,Y,,,Elsevier,2023-2025
The Extractive Industries and Society,2214-790X,Hybrid,Y,,,Elsevier,2023-2025
The Foot,0958-2592,Hybrid,Y,,,Elsevier,2023-2025
The French Journal of Urology,2950-3930,Hybrid,Y,,,Elsevier,2023-2025
The International Journal of Biochemistry & Cell Biology,1357-2725,Hybrid,Y,,,Elsevier,2023-2025
The International Journal of Management Education,1472-8117,Hybrid,Y,,,Elsevier,2023-2025
The Internet and Higher Education,1096-7516,Hybrid,Y,,,Elsevier,2023-2025
The Joint Commission Journal on Quality and Patient Safety,1553-7250,Hybrid,Y,,,Elsevier,2023-2025
The Journal for Nurse Practitioners,1555-4155,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Academic Librarianship,0099-1333,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Allergy and Clinical Immunology: In Practice,2213-2198,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Chemical Thermodynamics,0021-9614,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Economic Asymmetries,1703-4949,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Emergency Medicine,0736-4679,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Foot & Ankle Surgery,1067-2516,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Hand Surgery,0363-5023,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Heart and Lung Transplantation,1053-2498,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Mathematical Behavior,0732-3123,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Molecular Diagnostics,1525-1578,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Nutrition,0022-3166,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Nutritional Biochemistry,0955-2863,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Pain,1526-5900,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Pediatrics,0022-3476,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Pharmacology and Experimental Therapeutics,0022-3565,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Prosthetic Dentistry,0022-3913,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Steroid Biochemistry and Molecular Biology,0960-0760,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Strategic Information Systems,0963-8687,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Supercritical Fluids,0896-8446,Hybrid,Y,,,Elsevier,2023-2025
The Journal of the American Dental Association,0002-8177,Hybrid,Y,,,Elsevier,2023-2025
The Journal of the Economics of Ageing,2212-828X,Hybrid,Y,,,Elsevier,2023-2025
The Journal of Thoracic and Cardiovascular Surgery,0022-5223,Hybrid,Y,,,Elsevier,2023-2025
The Knee,0968-0160,Hybrid,Y,,,Elsevier,2023-2025
The Leadership Quarterly,1048-9843,Hybrid,Y,,,Elsevier,2023-2025
The North American Journal of Economics and Finance,1062-9408,Hybrid,Y,,,Elsevier,2023-2025
The Ocular Surface,1542-0124,Hybrid,Y,,,Elsevier,2023-2025
The Quarterly Review of Economics and Finance,1062-9769,Hybrid,Y,,,Elsevier,2023-2025
The Spine Journal,1529-9430,Hybrid,Y,,,Elsevier,2023-2025
The Surgeon,1479-666X,Hybrid,Y,,,Elsevier,2023-2025
The Veterinary Journal,1090-0233,Hybrid,Y,,,Elsevier,2023-2025
Theoretical and Applied Fracture Mechanics,0167-8442,Hybrid,Y,,,Elsevier,2023-2025
Theoretical Computer Science,0304-3975,Hybrid,Y,,,Elsevier,2023-2025
Theoretical Population Biology,0040-5809,Hybrid,Y,,,Elsevier,2023-2025
Therapies,0040-5957,Hybrid,Y,,,Elsevier,2023-2025
Theriogenology,0093-691X,Hybrid,Y,,,Elsevier,2023-2025
Thermal Advances,3050-4635,Hybrid,Y,,,Elsevier,2023-2025
Thermal Science and Engineering Progress,2451-9049,Hybrid,Y,,,Elsevier,2023-2025
Thermochimica Acta,0040-6031,Hybrid,Y,,,Elsevier,2023-2025
Thin Solid Films,0040-6090,Hybrid,Y,,,Elsevier,2023-2025
Thinking Skills and Creativity,1871-1871,Hybrid,Y,,,Elsevier,2023-2025
Thin-Walled Structures,0263-8231,Hybrid,Y,,,Elsevier,2023-2025
Thrombosis Research,0049-3848,Hybrid,Y,,,Elsevier,2023-2025
Ticks and Tick-borne Diseases,1877-959X, Gold,N,APC discount available,,Elsevier,2023-2025
Tissue and Cell,0040-8166,Hybrid,Y,,,Elsevier,2023-2025
Topics in Companion Animal Medicine,1938-9736,Hybrid,Y,,,Elsevier,2023-2025
Topology and its Applications,0166-8641,Hybrid,Y,,,Elsevier,2023-2025
Total Environment Advances,2950-3957,Hybrid,Y,,,Elsevier,2023-2025
Total Environment Engineering,2950-631X,Hybrid,Y,,,Elsevier,2023-2025
Tourism Management,0261-5177,Hybrid,Y,,,Elsevier,2023-2025
Tourism Management Perspectives,2211-9736,Hybrid,Y,,,Elsevier,2023-2025
Toxicologie Analytique et Clinique,2352-0078,Hybrid,Y,,,Elsevier,2023-2025
Toxicology,0300-483X,Hybrid,Y,,,Elsevier,2023-2025
Toxicology and Applied Pharmacology,0041-008X,Hybrid,Y,,,Elsevier,2023-2025
Toxicology in Vitro,0887-2333,Hybrid,Y,,,Elsevier,2023-2025
Toxicology Letters,0378-4274,Hybrid,Y,,,Elsevier,2023-2025
Toxicon,0041-0101,Hybrid,Y,,,Elsevier,2023-2025
Transfusion and Apheresis Science,1473-0502,Hybrid,Y,,,Elsevier,2023-2025
Transfusion Clinique et Biologique,1246-7820,Hybrid,Y,,,Elsevier,2023-2025
Transfusion Medicine Reviews,0887-7963,Hybrid,Y,,,Elsevier,2023-2025
Translational Research,1931-5244,Hybrid,Y,,,Elsevier,2023-2025
Transplant Immunology,0966-3274,Hybrid,Y,,,Elsevier,2023-2025
Transplantation and Cellular Therapy,2666-6367,Hybrid,Y,,,Elsevier,2023-2025
Transplantation Proceedings,0041-1345,Hybrid,Y,,,Elsevier,2023-2025
Transplantation Reviews,0955-470X,Hybrid,Y,,,Elsevier,2023-2025
Transport Policy,0967-070X,Hybrid,Y,,,Elsevier,2023-2025
Transportation Geotechnics,2214-3912,Hybrid,Y,,,Elsevier,2023-2025
Transportation Research Part A: Policy and Practice,0965-8564,Hybrid,Y,,,Elsevier,2023-2025
Transportation Research Part B: Methodological,0191-2615,Hybrid,Y,,,Elsevier,2023-2025
Transportation Research Part C: Emerging Technologies,0968-090X,Hybrid,Y,,,Elsevier,2023-2025
Transportation Research Part D: Transport and Environment,1361-9209,Hybrid,Y,,,Elsevier,2023-2025
Transportation Research Part E: Logistics and Transportation Review,1366-5545,Hybrid,Y,,,Elsevier,2023-2025
Transportation Research Part F: Traffic Psychology and Behaviour,1369-8478,Hybrid,Y,,,Elsevier,2023-2025
Travel Behaviour and Society,2214-367X,Hybrid,Y,,,Elsevier,2023-2025
Travel Medicine and Infectious Disease,1477-8939, Gold,N,APC discount available,,Elsevier,2023-2025
Trends in Anaesthesia and Critical Care,2210-8440,Hybrid,Y,,,Elsevier,2023-2025
Trends in Analytical Chemistry,0165-9936,Hybrid,Y,,,Elsevier,2023-2025
Trends in Cardiovascular Medicine,1050-1738,Hybrid,Y,,,Elsevier,2023-2025
Trends in Environmental Analytical Chemistry,2214-1588,Hybrid,Y,,,Elsevier,2023-2025
Trends in Food Science & Technology,0924-2244,Hybrid,Y,,,Elsevier,2023-2025
Trends in Neuroscience and Education,2211-9493,Hybrid,Y,,,Elsevier,2023-2025
Tribology International,0301-679X,Hybrid,Y,,,Elsevier,2023-2025
Tuberculosis,1472-9792,Hybrid,Y,,,Elsevier,2023-2025
Tunnelling and Underground Space Technology,0886-7798,Hybrid,Y,,,Elsevier,2023-2025
Ultramicroscopy,0304-3991,Hybrid,Y,,,Elsevier,2023-2025
Ultrasonics,0041-624X,Hybrid,Y,,,Elsevier,2023-2025
Ultrasound in Medicine & Biology,0301-5629,Hybrid,Y,,,Elsevier,2023-2025
Urban Climate,2212-0955,Hybrid,Y,,,Elsevier,2023-2025
Urban Forestry & Urban Greening,1618-8667,Hybrid,Y,,,Elsevier,2023-2025
Urologic Oncology: Seminars and Original Investigations,1078-1439,Hybrid,Y,,,Elsevier,2023-2025
Urology,0090-4295,Hybrid,Y,,,Elsevier,2023-2025
Utilities Policy,0957-1787,Hybrid,Y,,,Elsevier,2023-2025
Vaccine,0264-410X,Hybrid,Y,,,Elsevier,2023-2025
Vacunas,1576-9887,Hybrid,Y,,,Elsevier,2023-2025
Vacunas (English Edition),2445-1460,Hybrid,Y,,,Elsevier,2023-2025
Vacuum,0042-207X,Hybrid,Y,,,Elsevier,2023-2025
Value in Health,1098-3015,Hybrid,Y,,,Elsevier,2023-2025
Value in Health Regional Issues,2212-1099, Gold,N,APC discount available,,Elsevier,2023-2025
Vascular Diseases,3050-6581,Hybrid,Y,,,Elsevier,2023-2025
Vascular Pharmacology,1537-1891,Hybrid,Y,,,Elsevier,2023-2025
Vehicular Communications,2214-2096,Hybrid,Y,,,Elsevier,2023-2025
Veterinary Anaesthesia and Analgesia,1467-2987,Hybrid,Y,,,Elsevier,2023-2025
Veterinary Immunology and Immunopathology,0165-2427,Hybrid,Y,,,Elsevier,2023-2025
Veterinary Microbiology,0378-1135,Hybrid,Y,,,Elsevier,2023-2025
Veterinary Parasitology,0304-4017,Hybrid,Y,,,Elsevier,2023-2025
Veterinary Parasitology: Regional Studies and Reports,2405-9390,Hybrid,Y,,,Elsevier,2023-2025
Vibrational Spectroscopy,0924-2031,Hybrid,Y,,,Elsevier,2023-2025
Virology,0042-6822,Hybrid,Y,,,Elsevier,2023-2025
Virus Research,0168-1702, Gold,N,APC discount available,,Elsevier,2023-2025
Vision Research,0042-6989,Hybrid,Y,,,Elsevier,2023-2025
Visual Journal of Emergency Medicine,2405-4690,Hybrid,Y,,,Elsevier,2023-2025
Waste Management,0956-053X,Hybrid,Y,,,Elsevier,2023-2025
Water Research,0043-1354,Hybrid,Y,,,Elsevier,2023-2025
Water Resources and Economics,2212-4284,Hybrid,Y,,,Elsevier,2023-2025
Water Security,2468-3124,Hybrid,Y,,,Elsevier,2023-2025
Wave Motion,0165-2125,Hybrid,Y,,,Elsevier,2023-2025
Wear,0043-1648,Hybrid,Y,,,Elsevier,2023-2025
Women and Birth,1871-5192,Hybrid,Y,,,Elsevier,2023-2025
Women's Health Issues,1049-3867,Hybrid,Y,,,Elsevier,2023-2025
Women's Studies International Forum,0277-5395,Hybrid,Y,,,Elsevier,2023-2025
World Development,0305-750X,Hybrid,Y,,,Elsevier,2023-2025
World Development Perspectives,2452-2929,Hybrid,Y,,,Elsevier,2023-2025
World Neurosurgery,1878-8750, Gold,N,APC discount available,,Elsevier,2023-2025
World Patent Information,0172-2190,Hybrid,Y,,,Elsevier,2023-2025
"Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen",1865-9217,Hybrid,Y,,,Elsevier,2023-2025
Zoologischer Anzeiger,0044-5231,Hybrid,Y,,,Elsevier,2023-2025
Zoology,0944-2006,Hybrid,Y,,,Elsevier,2023-2025
