Journal title,ISSN,eISSN,Publisher details
COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,0925-7721,1879-081X,ELSEVIER
COMPUTATIONAL GEOSCIENCES,1420-0597,1573-1499,SPRINGER
COMPUTATIONAL INTELLIGENCE,0824-7935,1467-8640,WILEY
COMPUTATIONAL LINGUISTICS,0891-2017,1530-9312,MIT PRESS
COMPUTATIONAL MATERIALS SCIENCE,0927-0256,1879-0801,ELSEVIER
COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS,0965-5425,1555-6662,PLEIADES PUBLISHING INC
COMPUTATIONAL MECHANICS,0178-7675,1432-0924,SPRINGER
COMPUTATIONAL METHODS AND FUNCTION THEORY,1617-9447,2195-3724,SPRINGER HEIDELBERG
COMPUTATIONAL METHODS IN APPLIED MATHEMATICS,1609-4840,1609-9389,WALTER DE GRUYTER GMBH
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,0926-6003,1573-2894,SPRINGER
COMPUTATIONAL PARTICLE MECHANICS,2196-4378,2196-4386,SPRINGER INT PUBL AG
COMPUTATIONAL STATISTICS,0943-4062,1613-9658,SPRINGER HEIDELBERG
COMPUTATIONAL STATISTICS & DATA ANALYSIS,0167-9473,1872-7352,ELSEVIER
COMPUTATIONAL VISUAL MEDIA,2096-0433,2096-0662,TSINGHUA UNIV PRESS
COMPUTER,0018-9162,1558-0814,IEEE COMPUTER SOC
COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,1093-9687,1467-8667,WILEY
COMPUTER-AIDED DESIGN,0010-4485,1879-2685,ELSEVIER SCI LTD
COMPUTER AIDED GEOMETRIC DESIGN,0167-8396,1879-2332,ELSEVIER
COMPUTER ANIMATION AND VIRTUAL WORLDS,1546-4261,1546-427X,WILEY
COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,1061-3773,1099-0542,WILEY
COMPUTER ASSISTED SURGERY,,2469-9322,TAYLOR & FRANCIS LTD
COMPUTER COMMUNICATIONS,0140-3664,1873-703X,ELSEVIER
COMPUTER GRAPHICS FORUM,0167-7055,1467-8659,WILEY
COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,0895-6111,1879-0771,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTER JOURNAL,0010-4620,1460-2067,OXFORD UNIV PRESS
COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,0169-2607,1872-7565,ELSEVIER IRELAND LTD
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,0045-7825,1879-2138,ELSEVIER SCIENCE SA
COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,1025-5842,1476-8259,TAYLOR & FRANCIS LTD
COMPUTER MUSIC JOURNAL,0148-9267,1531-5169,MIT PRESS
COMPUTER NETWORKS,1389-1286,1872-7069,ELSEVIER
COMPUTER PHYSICS COMMUNICATIONS,0010-4655,1879-2944,ELSEVIER
COMPUTERS AND CONCRETE,1598-8198,1598-818X,TECHNO-PRESS
COMPUTERS AND ELECTRONICS IN AGRICULTURE,0168-1699,1872-7107,ELSEVIER SCI LTD
COMPUTERS AND GEOTECHNICS,0266-352X,1873-7633,ELSEVIER SCI LTD
COMPUTERS & CHEMICAL ENGINEERING,0098-1354,1873-4375,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTER SCIENCE AND INFORMATION SYSTEMS,1820-0214,2406-1018,COMSIS CONSORTIUM
COMPUTER SCIENCE REVIEW,1574-0137,1876-7745,ELSEVIER
COMPUTERS & EDUCATION,0360-1315,1873-782X,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTERS & ELECTRICAL ENGINEERING,0045-7906,1879-0755,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTERS & FLUIDS,0045-7930,1879-0747,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTERS & GEOSCIENCES,0098-3004,1873-7803,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTERS & GRAPHICS-UK,0097-8493,1873-7684,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTERS IN BIOLOGY AND MEDICINE,0010-4825,1879-0534,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTERS & INDUSTRIAL ENGINEERING,0360-8352,1879-0550,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTERS IN INDUSTRY,0166-3615,1872-6194,ELSEVIER
COMPUTERS & MATHEMATICS WITH APPLICATIONS,0898-1221,1873-7668,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTERS & OPERATIONS RESEARCH,0305-0548,1873-765X,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTER SPEECH AND LANGUAGE,0885-2308,1095-8363,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
COMPUTERS & SECURITY,0167-4048,1872-6208,ELSEVIER ADVANCED TECHNOLOGY
COMPUTERS & STRUCTURES,0045-7949,1879-2243,PERGAMON-ELSEVIER SCIENCE LTD
COMPUTER STANDARDS & INTERFACES,0920-5489,1872-7018,ELSEVIER
COMPUTER SUPPORTED COOPERATIVE WORK-THE JOURNAL OF COLLABORATIVE COMPUTING AND WORK PRACTICES,0925-9724,1573-7551,SPRINGER
COMPUTER VISION AND IMAGE UNDERSTANDING,1077-3142,1090-235X,ACADEMIC PRESS INC ELSEVIER SCIENCE
COMPUTING,0010-485X,1436-5057,SPRINGER WIEN
COMPUTING AND INFORMATICS,1335-9150,1335-9150,SLOVAK ACAD SCIENCES INST INFORMATICS
COMPUTING IN SCIENCE & ENGINEERING,1521-9615,1558-366X,IEEE COMPUTER SOC
CONCEPTS IN MAGNETIC RESONANCE PART A,1546-6086,1552-5023,WILEY
CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,1552-5031,1552-504X,WILEY
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,1532-0626,1532-0634,WILEY
CONDENSED MATTER PHYSICS,1607-324X,2224-9079,INST CONDENSED MATTER PHYSICS NATL ACAD SCIENCES UKRAINE
CONFLICT AND HEALTH,1752-1505,1752-1505,BMC
CONGENITAL ANOMALIES,0914-3505,1741-4520,WILEY
CONGENITAL HEART DISEASE,1747-079X,1747-0803,TECH SCIENCE PRESS
CONNECTION SCIENCE,0954-0091,1360-0494,TAYLOR & FRANCIS LTD
CONNECTIVE TISSUE RESEARCH,0300-8207,1607-8438,TAYLOR & FRANCIS INC
CONSERVATION BIOLOGY,0888-8892,1523-1739,WILEY
CONSERVATION GENETICS,1566-0621,1572-9737,SPRINGER
CONSERVATION GENETICS RESOURCES,1877-7252,1877-7260,SPRINGER
CONSERVATION LETTERS,1755-263X,1755-263X,WILEY
CONSERVATION PHYSIOLOGY,2051-1434,2051-1434,OXFORD UNIV PRESS
CONSERVATION SCIENCE AND PRACTICE,,2578-4854,WILEY
CONSTRAINTS,1383-7133,1572-9354,SPRINGER
CONSTRUCTION AND BUILDING MATERIALS,0950-0618,1879-0526,ELSEVIER SCI LTD
CONSTRUCTIVE APPROXIMATION,0176-4276,1432-0940,SPRINGER
CONTACT DERMATITIS,0105-1873,1600-0536,WILEY
CONTACT LENS & ANTERIOR EYE,1367-0484,1476-5411,ELSEVIER
CONTEMPORARY CLINICAL TRIALS,1551-7144,1559-2030,ELSEVIER SCIENCE INC
CONTEMPORARY NURSE,1037-6178,1839-3535,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
CONTEMPORARY PHYSICS,0010-7514,1366-5812,TAYLOR & FRANCIS LTD
CONTEMPORARY PROBLEMS OF ECOLOGY,1995-4255,1995-4263,MAIK NAUKA/INTERPERIODICA/SPRINGER
CONTINENTAL SHELF RESEARCH,0278-4343,1873-6955,PERGAMON-ELSEVIER SCIENCE LTD
CONTINUUM MECHANICS AND THERMODYNAMICS,0935-1175,1432-0959,SPRINGER
CONTRACEPTION,0010-7824,1879-0518,ELSEVIER SCIENCE INC
CONTRIBUTIONS OF THE ASTRONOMICAL OBSERVATORY SKALNATE PLESO,1335-1842,1336-0337,SLOVAK ACADEMY SCIENCES ASTRONOMICAL INST
CONTRIBUTIONS TO DISCRETE MATHEMATICS,1715-0868,1715-0868,"UNIV CALGARY, DEPT MATH & STATISTICS"
CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,0010-7999,1432-0967,SPRINGER
CONTRIBUTIONS TO PLASMA PHYSICS,0863-1042,1521-3986,WILEY-V C H VERLAG GMBH
CONTRIBUTIONS TO ZOOLOGY,1383-4517,1875-9866,BRILL
CONTROL ENGINEERING AND APPLIED INFORMATICS,1454-8658,,ROMANIAN SOC CONTROL TECH INFORMATICS
CONTROL ENGINEERING PRACTICE,0967-0661,1873-6939,PERGAMON-ELSEVIER SCIENCE LTD
COORDINATION CHEMISTRY REVIEWS,0010-8545,1873-3840,ELSEVIER SCIENCE SA
COPD-JOURNAL OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1541-2555,1541-2563,TAYLOR & FRANCIS INC
CORAL REEFS,0722-4028,1432-0975,SPRINGER
CORNEA,0277-3740,1536-4798,LIPPINCOTT WILLIAMS & WILKINS
CORONARY ARTERY DISEASE,0954-6928,1473-5830,LIPPINCOTT WILLIAMS & WILKINS
CORRESPONDANCES EN METABOLISMES HORMONES DIABETES ET NUTRITION,2100-9619,,EDIMARK SANTE
CORROSION,0010-9312,1938-159X,NATL ASSOC CORROSION ENG
CORROSION ENGINEERING SCIENCE AND TECHNOLOGY,1478-422X,1743-2782,SAGE PUBLICATIONS INC
CORROSION REVIEWS,0334-6005,2191-0316,WALTER DE GRUYTER GMBH
CORROSION SCIENCE,0010-938X,1879-0496,PERGAMON-ELSEVIER SCIENCE LTD
CORTEX,0010-9452,1973-8102,"ELSEVIER MASSON, CORPORATION OFFICE"
COSMIC RESEARCH,0010-9525,1608-3075,MAIK NAUKA/INTERPERIODICA/SPRINGER
CPT-PHARMACOMETRICS & SYSTEMS PHARMACOLOGY,2163-8306,2163-8306,WILEY
CRANIO-THE JOURNAL OF CRANIOMANDIBULAR & SLEEP PRACTICE,0886-9634,2151-0903,TAYLOR & FRANCIS LTD
CRETACEOUS RESEARCH,0195-6671,1095-998X,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
CRISPR JOURNAL,2573-1599,2573-1602,"MARY ANN LIEBERT, INC"
CRITICAL CARE,1364-8535,1466-609X,BMC
CRITICAL CARE AND RESUSCITATION,1441-2772,1441-2772,ELSEVIER
CRITICAL CARE CLINICS,0749-0704,1557-8232,W B SAUNDERS CO-ELSEVIER INC
CRITICAL CARE MEDICINE,0090-3493,1530-0293,LIPPINCOTT WILLIAMS & WILKINS
CRITICAL CARE NURSE,0279-5442,1940-8250,AMER ASSOC CRITICAL CARE NURSES
CRITICAL CARE NURSING CLINICS OF NORTH AMERICA,0899-5885,1558-3481,W B SAUNDERS CO-ELSEVIER INC
CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY,1040-8347,1547-6510,TAYLOR & FRANCIS INC
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,1040-9238,1549-7798,TAYLOR & FRANCIS LTD
CRITICAL REVIEWS IN BIOTECHNOLOGY,0738-8551,1549-7801,TAYLOR & FRANCIS LTD
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,1040-8363,1549-781X,TAYLOR & FRANCIS LTD
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,1064-3389,1547-6537,TAYLOR & FRANCIS INC
CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,1045-4403,2162-6502,BEGELL HOUSE INC
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,1040-8398,1549-7852,TAYLOR & FRANCIS INC
CRITICAL REVIEWS IN IMMUNOLOGY,1040-8401,2162-6472,BEGELL HOUSE INC
CRITICAL REVIEWS IN MICROBIOLOGY,1040-841X,1549-7828,TAYLOR & FRANCIS LTD
CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,1040-8428,1879-0461,ELSEVIER SCIENCE INC
CRITICAL REVIEWS IN PLANT SCIENCES,0735-2689,1549-7836,TAYLOR & FRANCIS INC
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,1040-8436,1547-6561,TAYLOR & FRANCIS INC
CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,0743-4863,2162-660X,BEGELL HOUSE INC
CRITICAL REVIEWS IN TOXICOLOGY,1040-8444,1547-6898,TAYLOR & FRANCIS LTD
CROATIAN JOURNAL OF FOREST ENGINEERING,1845-5719,1845-5719,"ZAGREB UNIV, FAC FORESTRY"
CROATIAN MEDICAL JOURNAL,0353-9504,1332-8166,MEDICINSKA NAKLADA
CROATICA CHEMICA ACTA,0011-1643,1334-417X,CROATIAN CHEMICAL SOC
CROP BREEDING AND APPLIED BIOTECHNOLOGY,1984-7033,1518-7853,BRAZILIAN SOC PLANT BREEDING
CROP JOURNAL,2095-5421,2214-5141,KEAI PUBLISHING LTD
CROP & PASTURE SCIENCE,1836-0947,1836-5795,CSIRO PUBLISHING
CROP PROTECTION,0261-2194,1873-6904,ELSEVIER SCI LTD
CROP SCIENCE,0011-183X,1435-0653,WILEY
CRUSTACEANA,0011-216X,1568-5403,BRILL
CRYOBIOLOGY,0011-2240,1090-2392,ACADEMIC PRESS INC ELSEVIER SCIENCE
CRYOGENICS,0011-2275,1879-2235,ELSEVIER SCI LTD
CRYOLETTERS,0143-2044,1742-0644,CRYO LETTERS
CRYOSPHERE,1994-0416,1994-0424,COPERNICUS GESELLSCHAFT MBH
CRYPTOGAMIE ALGOLOGIE,0181-1568,1776-0984,ADAC-CRYPTOGAMIE
CRYPTOGAMIE BRYOLOGIE,1290-0796,1776-0992,ADAC-CRYPTOGAMIE
CRYPTOGAMIE MYCOLOGIE,0181-1584,1776-100X,ADAC-CRYPTOGAMIE
CRYPTOGRAPHY AND COMMUNICATIONS-DISCRETE-STRUCTURES BOOLEAN FUNCTIONS AND SEQUENCES,1936-2447,1936-2455,SPRINGER
CRYPTOLOGIA,0161-1194,1558-1586,TAYLOR & FRANCIS INC
CRYSTAL GROWTH & DESIGN,1528-7483,1528-7505,AMER CHEMICAL SOC
CRYSTALLOGRAPHY REPORTS,1063-7745,1562-689X,PLEIADES PUBLISHING INC
CRYSTALLOGRAPHY REVIEWS,0889-311X,1476-3508,TAYLOR & FRANCIS LTD
CRYSTAL RESEARCH AND TECHNOLOGY,0232-1300,1521-4079,WILEY-V C H VERLAG GMBH
CRYSTALS,,2073-4352,MDPI
CRYSTENGCOMM,,1466-8033,ROYAL SOC CHEMISTRY
CSEE JOURNAL OF POWER AND ENERGY SYSTEMS,2096-0042,2096-0042,CHINA ELECTRIC POWER RESEARCH INST
CT&F-CIENCIA TECNOLOGIA Y FUTURO,0122-5383,2382-4581,ECOPETROL SA
CTS-CLINICAL AND TRANSLATIONAL SCIENCE,1752-8054,1752-8062,WILEY
CUADERNOS DE DESARROLLO RURAL,0122-1450,2215-7727,"PONTIFICIA UNIV JAVERIANA, FAC EDUC"
CUAJ-CANADIAN UROLOGICAL ASSOCIATION JOURNAL,1911-6470,1920-1214,CANADIAN UROLOGICAL ASSOCIATION
CURRENT ALLERGY AND ASTHMA REPORTS,1529-7322,1534-6315,CURRENT MEDICINE GROUP
CURRENT ALZHEIMER RESEARCH,1567-2050,1875-5828,BENTHAM SCIENCE PUBL LTD
CURRENT ANALYTICAL CHEMISTRY,1573-4110,1875-6727,BENTHAM SCIENCE PUBL LTD
CURRENT APPLIED PHYSICS,1567-1739,1878-1675,ELSEVIER
CURRENT ATHEROSCLEROSIS REPORTS,1523-3804,1534-6242,CURRENT MEDICINE GROUP
CURRENT BIOINFORMATICS,1574-8936,2212-392X,BENTHAM SCIENCE PUBL LTD
CURRENT BIOLOGY,0960-9822,1879-0445,CELL PRESS
CURRENT CANCER DRUG TARGETS,1568-0096,1873-5576,BENTHAM SCIENCE PUBL LTD
CURRENT CARDIOLOGY REPORTS,1523-3782,1534-3170,SPRINGER
CURRENT CLIMATE CHANGE REPORTS,2198-6061,2198-6061,SPRINGER HEIDELBERG
CURRENT COMPUTER-AIDED DRUG DESIGN,1573-4099,1875-6697,BENTHAM SCIENCE PUBL LTD
CURRENT DIABETES REPORTS,1534-4827,1539-0829,CURRENT MEDICINE GROUP
CURRENT DRUG DELIVERY,1567-2018,1875-5704,BENTHAM SCIENCE PUBL LTD
CURRENT DRUG METABOLISM,1389-2002,1875-5453,BENTHAM SCIENCE PUBL LTD
CURRENT DRUG TARGETS,1389-4501,1873-5592,BENTHAM SCIENCE PUBL LTD
CURRENT ENVIRONMENTAL HEALTH REPORTS,,2196-5412,SPRINGERNATURE
CURRENT EPIDEMIOLOGY REPORTS,,2196-2995,SPRINGER HEIDELBERG
CURRENT EYE RESEARCH,0271-3683,1460-2202,TAYLOR & FRANCIS INC
CURRENT FORESTRY REPORTS,2198-6436,2198-6436,SPRINGER INT PUBL AG
CURRENT GENE THERAPY,1566-5232,1875-5631,BENTHAM SCIENCE PUBL LTD
CURRENT GENETICS,0172-8083,1432-0983,SPRINGER
CURRENT GENOMICS,1389-2029,1875-5488,BENTHAM SCIENCE PUBL LTD
CURRENT HEMATOLOGIC MALIGNANCY REPORTS,1558-8211,1558-822X,CURRENT MEDICINE GROUP
CURRENT HERPETOLOGY,1345-5834,1881-1019,"HERPETOLOGICAL SOC JAPAN, KYOTO UNIV, GRADUATE SCH SCIE"
CURRENT HIV/AIDS REPORTS,1548-3568,1548-3576,SPRINGER
CURRENT HIV RESEARCH,1570-162X,1873-4251,BENTHAM SCIENCE PUBL LTD
CURRENT HYPERTENSION REPORTS,1522-6417,1534-3111,SPRINGER
CURRENT INFECTIOUS DISEASE REPORTS,1523-3847,1534-3146,SPRINGER
CURRENT ISSUES IN MOLECULAR BIOLOGY,1467-3037,1467-3045,MDPI
CURRENT MEDICAL IMAGING,1573-4056,1875-6603,BENTHAM SCIENCE PUBL LTD
CURRENT MEDICAL RESEARCH AND OPINION,0300-7995,1473-4877,TAYLOR & FRANCIS LTD
CURRENT MEDICAL SCIENCE,2096-5230,2523-899X,SPRINGER
CURRENT MEDICINAL CHEMISTRY,0929-8673,1875-533X,BENTHAM SCIENCE PUBL LTD
CURRENT MICROBIOLOGY,0343-8651,1432-0991,SPRINGER
CURRENT MOLECULAR MEDICINE,1566-5240,1875-5666,BENTHAM SCIENCE PUBL LTD
CURRENT MOLECULAR PHARMACOLOGY,1874-4672,1874-4702,BENTHAM SCIENCE PUBL LTD
CURRENT NANOSCIENCE,1573-4137,1875-6786,BENTHAM SCIENCE PUBL LTD
CURRENT NEUROLOGY AND NEUROSCIENCE REPORTS,1528-4042,1534-6293,SPRINGER
CURRENT NEUROPHARMACOLOGY,1570-159X,1875-6190,BENTHAM SCIENCE PUBL LTD
CURRENT NEUROVASCULAR RESEARCH,1567-2026,1875-5739,BENTHAM SCIENCE PUBL LTD
CURRENT NUTRITION REPORTS,,2161-3311,SPRINGERNATURE
CURRENT OBESITY REPORTS,2162-4968,2162-4968,SPRINGER
CURRENT ONCOLOGY,1198-0052,1718-7729,MDPI
CURRENT ONCOLOGY REPORTS,1523-3790,1534-6269,SPRINGER
CURRENT OPINION IN ALLERGY AND CLINICAL IMMUNOLOGY,1528-4050,1473-6322,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN ANESTHESIOLOGY,0952-7907,1473-6500,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN BEHAVIORAL SCIENCES,2352-1546,2352-1554,ELSEVIER
CURRENT OPINION IN BIOMEDICAL ENGINEERING,2468-4511,2468-4511,ELSEVIER
CURRENT OPINION IN BIOTECHNOLOGY,0958-1669,1879-0429,ELSEVIER SCI LTD
CURRENT OPINION IN CARDIOLOGY,0268-4705,1531-7080,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN CELL BIOLOGY,0955-0674,1879-0410,CURRENT BIOLOGY LTD
CURRENT OPINION IN CHEMICAL BIOLOGY,1367-5931,1879-0402,ELSEVIER SCI LTD
CURRENT OPINION IN CHEMICAL ENGINEERING,2211-3398,2211-3398,ELSEVIER SCI LTD
CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE,1363-1950,1473-6519,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,1359-0294,1879-0399,ELSEVIER SCIENCE LONDON
CURRENT OPINION IN CRITICAL CARE,1070-5295,1531-7072,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN ELECTROCHEMISTRY,2451-9103,2451-9103,ELSEVIER
CURRENT OPINION IN ENDOCRINOLOGY DIABETES AND OBESITY,1752-296X,1752-2978,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,1877-3435,1877-3443,ELSEVIER SCI LTD
CURRENT OPINION IN FOOD SCIENCE,2214-7993,2214-8000,ELSEVIER SCI LTD
CURRENT OPINION IN GASTROENTEROLOGY,0267-1379,1531-7056,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN GENETICS & DEVELOPMENT,0959-437X,1879-0380,CURRENT BIOLOGY LTD
CURRENT OPINION IN GREEN AND SUSTAINABLE CHEMISTRY,2452-2236,2452-2236,ELSEVIER
CURRENT OPINION IN HEMATOLOGY,1065-6251,1531-7048,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN HIV AND AIDS,1746-630X,1746-6318,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN IMMUNOLOGY,0952-7915,1879-0372,CURRENT BIOLOGY LTD
CURRENT OPINION IN INFECTIOUS DISEASES,0951-7375,1473-6527,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN INSECT SCIENCE,2214-5745,2214-5753,ELSEVIER
CURRENT OPINION IN LIPIDOLOGY,0957-9672,1473-6535,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN MICROBIOLOGY,1369-5274,1879-0364,CURRENT BIOLOGY LTD
CURRENT OPINION IN NEPHROLOGY AND HYPERTENSION,1062-4821,1473-6543,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN NEUROBIOLOGY,0959-4388,1873-6882,CURRENT BIOLOGY LTD
CURRENT OPINION IN NEUROLOGY,1350-7540,1473-6551,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN OBSTETRICS & GYNECOLOGY,1040-872X,1473-656X,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN ONCOLOGY,1040-8746,1531-703X,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN OPHTHALMOLOGY,1040-8738,1531-7021,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN ORGAN TRANSPLANTATION,1087-2418,1531-7013,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN OTOLARYNGOLOGY & HEAD AND NECK SURGERY,1068-9508,1531-6998,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN PEDIATRICS,1040-8703,1531-698X,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN PHARMACOLOGY,1471-4892,1471-4973,ELSEVIER SCI LTD
CURRENT OPINION IN PLANT BIOLOGY,1369-5266,1879-0356,CURRENT BIOLOGY LTD
CURRENT OPINION IN PSYCHIATRY,0951-7367,1473-6578,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN PULMONARY MEDICINE,1070-5287,1531-6971,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN RHEUMATOLOGY,1040-8711,1531-6963,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,1359-0286,1879-0348,PERGAMON-ELSEVIER SCIENCE LTD
CURRENT OPINION IN STRUCTURAL BIOLOGY,0959-440X,1879-033X,CURRENT BIOLOGY LTD
CURRENT OPINION IN SUPPORTIVE AND PALLIATIVE CARE,1751-4258,1751-4266,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN UROLOGY,0963-0643,1473-6586,LIPPINCOTT WILLIAMS & WILKINS
CURRENT OPINION IN VIROLOGY,1879-6257,1879-6265,ELSEVIER SCI LTD
CURRENT OPTICS AND PHOTONICS,2508-7266,2508-7274,OPTICAL SOC KOREA
CURRENT ORGANIC CHEMISTRY,1385-2728,1875-5348,BENTHAM SCIENCE PUBL LTD
CURRENT ORGANIC SYNTHESIS,1570-1794,1875-6271,BENTHAM SCIENCE PUBL LTD
CURRENT OSTEOPOROSIS REPORTS,1544-1873,1544-2241,SPRINGER
CURRENT PAIN AND HEADACHE REPORTS,1531-3433,1534-3081,SPRINGER
CURRENT PHARMACEUTICAL ANALYSIS,1573-4129,1875-676X,BENTHAM SCIENCE PUBL LTD
CURRENT PHARMACEUTICAL BIOTECHNOLOGY,1389-2010,1873-4316,BENTHAM SCIENCE PUBL LTD
CURRENT PHARMACEUTICAL DESIGN,1381-6128,1873-4286,BENTHAM SCIENCE PUBL LTD
CURRENT POLLUTION REPORTS,2198-6592,2198-6592,SPRINGER HEIDELBERG
CURRENT PROBLEMS IN CANCER,0147-0272,1535-6345,MOSBY-ELSEVIER
CURRENT PROBLEMS IN CARDIOLOGY,0146-2806,1535-6280,MOSBY-ELSEVIER
CURRENT PROBLEMS IN PEDIATRIC AND ADOLESCENT HEALTH CARE,1538-5442,1538-3199,ELSEVIER SCIENCE INC
CURRENT PROBLEMS IN SURGERY,0011-3840,1535-6337,MOSBY-ELSEVIER
CURRENT PROTEIN & PEPTIDE SCIENCE,1389-2037,1875-5550,BENTHAM SCIENCE PUBL LTD
CURRENT PROTEOMICS,1570-1646,1875-6247,BENTHAM SCIENCE PUBL LTD
CURRENT PSYCHIATRY REPORTS,1523-3812,1535-1645,SPRINGER
CURRENT RADIOPHARMACEUTICALS,1874-4710,1874-4729,BENTHAM SCIENCE PUBL LTD
CURRENT RESEARCH IN FOOD SCIENCE,,2665-9271,ELSEVIER
CURRENT RESEARCH IN TRANSLATIONAL MEDICINE,2452-3186,2452-3186,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER
CURRENT REVIEWS IN MUSCULOSKELETAL MEDICINE,1935-973X,1935-9748,SPRINGER
CURRENT RHEUMATOLOGY REPORTS,1523-3774,1534-6307,SPRINGER
CURRENT SCIENCE,0011-3891,0011-3891,INDIAN ACAD SCIENCES
CURRENT SPORTS MEDICINE REPORTS,1537-890X,1537-8918,LIPPINCOTT WILLIAMS & WILKINS
CURRENT STEM CELL RESEARCH & THERAPY,1574-888X,2212-3946,BENTHAM SCIENCE PUBL LTD
CURRENT TOPICS IN MEDICINAL CHEMISTRY,1568-0266,1873-4294,BENTHAM SCIENCE PUBL LTD
CURRENT TREATMENT OPTIONS IN NEUROLOGY,1092-8480,1534-3138,CURRENT MEDICINE GROUP
CURRENT TREATMENT OPTIONS IN ONCOLOGY,1527-2729,1534-6277,SPRINGER
CURRENT UROLOGY REPORTS,1527-2737,1534-6285,SPRINGER
CURRENT VASCULAR PHARMACOLOGY,1570-1611,1875-6212,BENTHAM SCIENCE PUBL LTD
CURRENT ZOOLOGY,1674-5507,2396-9814,OXFORD UNIV PRESS
CUSTOS E AGRONEGOCIO ON LINE,1808-2882,1808-2882,"UNIV FED RURAL PERNAMBUCO, DEPT ADMINISTRACAO"
CUTANEOUS AND OCULAR TOXICOLOGY,1556-9527,1556-9535,TAYLOR & FRANCIS LTD
CUTIS,0011-4162,2326-6929,QUADRANT HEALTHCOM INC
CYBERNETICS AND SYSTEMS,0196-9722,1087-6553,TAYLOR & FRANCIS INC
CYBIUM,0399-0974,2101-0315,SOC FRANCAISE D ICHTYOLOGIE
