Journal title,ISSN,eISSN,Publisher details,Publisher details2,Country of Publication,Language,Web Address
Early Medieval Europe,0963-9462,1468-0254,John Wiley & Sons,,United Kingdom,English,https://onlinelibrary.wiley.com/journal/14680254
English Historical Review,0013-8266,1477-4534,Oxford University Press,,United Kingdom,English,http://ehr.oxfordjournals.org/
Enterprise & Society,1467-2227,1467-2235,Cambridge University Press,,United Kingdom,English,https://www.cambridge.org/core/journals/enterprise-and-society
Environmental History,1084-5453,1930-8892,Oxford University Press,,United States,English,http://envhis.oxfordjournals.org/
European Review of History,1350-7486,1469-8293,Taylor & Francis,,United Kingdom,English,http://www.tandfonline.com/loi/cerh20
Explorations in economic history (EEH),0014-4983,1090-2457,Academic Press,,United States,English,http://www.sciencedirect.com/science/journal/00144983
Geschichte und Gesellschaft,0340-613X,2196-9000,,Vandenhoeck und Ruprecht,Germany,German,http://www.v-r.de/de/geschichte_und_gesellschaft/m-0/500007/
Hispanic American Historical Review,0018-2168,1527-1900,Duke University Press,,United States,English,http://hahr.dukejournals.org
Historia,0018-2311,2365-3108,,Franz Steiner Verlag,Germany,Multiple languages,http://www.steiner-verlag.de/Historia/
Historical Methods,0161-5440,1940-1906,Routledge,,United States,English,http://www.tandf.co.uk/journals/titles/01615440.asp
Historische Zeitschrift,0018-2613,2196-680X,,De Gruyter Oldenbourg,Germany,German,https://www.degruyter.com/journal/key/hzhz/html
History and Anthropology,0275-7206,1477-2612,Routledge,,United Kingdom,English,http://www.tandf.co.uk/journals/titles/02757206.asp
History and Memory,0935-560X,1527-1994,,Indiana University Press,United States,English,http://muse.jhu.edu/journals/history_and_memory/
History and Theory,0018-2656,1468-2303,Wesleyan University Presss,,United States,English,http://www.wesleyan.edu/histjrnl/
History of European Ideas,0191-6599,1873-541X,Taylor & Francis,,United Kingdom,English,http://www.tandfonline.com/toc/rhei20/current
History of Science,0073-2753,1753-8564,Science History Publications Ltd.,,United Kingdom,English,http://www.shpltd.co.uk/hs.html
History Workshop Journal,1363-3554,1477-4569,Oxford University Press,,United Kingdom,English,https://academic.oup.com/hwj
History: The Journal of the Historical Association,0018-2648,1468-229X,Blackwell Publishing,,United Kingdom,English,http://www.blackwellpublishing.com/journal.asp?ref=0018-2648
International History Review,0707-5332,1949-6540,Routledge,,United Kingdom,English,http://www.tandf.co.uk/journals/rinh
International Journal of African Historical Studies,0361-7882,2326-3016,,"Boston University, African Studies Center",United States,English,http://www.bu.edu/africa/publications/ijahs/
International Journal of Heritage Studies (IJHS),1352-7258,1470-3610,Routledge,,United Kingdom,English,http://www.tandf.co.uk/journals/routledge/13527258.html
International Journal of Maritime History,0843-8714,2052-7756,Sage Publications,,United Kingdom,English,https://uk.sagepub.com/en-gb/eur/international-journal-of-maritime-history/journal202231
International Review of Social History,0020-8590,1469-512X,Cambridge University Press,,United Kingdom,English,http://journals.cambridge.org/action/displayJournal?jid=ISH
Isis,0021-1753,1545-6994,University of Chicago Press,,United States,English,http://www.journals.uchicago.edu/loi/isis
Journal of American Ethnic History,0278-5927,1936-4695,University of Illinois Press,Immigration and Ethnic History Society,United States,English,http://www.press.uillinois.edu/journals/jaeh.html
Journal of American History,0021-8723,1945-2314,Oxford University Press,,United States,English,http://www.journalofamericanhistory.org/
Journal of Asian History (JAH),0021-910X,2747-4267,Harrassowitz Verlag,,Germany,English,https://www.harrassowitz-verlag.de/journals_382.ahtml
Journal of British Studies,0021-9371,1545-6986,Cambridge University Press,,United States,English,http://journals.cambridge.org/action/displayJournal?jid=JBR
Journal of Contemporary History,0022-0094,1461-7250,Sage Publications,,United Kingdom,English,http://jch.sagepub.com/
Journal of Early Modern History,1385-3783,1570-0658,Brill Academic Publishers,,Netherlands,English,http://www.brill.nl/journal-early-modern-history
Journal of Economic History,0022-0507,1471-6372,Cambridge University Press,,United States,English,http://journals.cambridge.org/action/displayJournal?jid=JEH
Journal of Family History,0363-1990,1552-5473,Sage Publications,,United States,English,http://journals.sagepub.com/home/jfh
Journal of Interdisciplinary History,0022-1953,1530-9169,MIT Press,,United States,English,http://www.mitpressjournals.org/loi/jinh
Journal of medieval and early modern studies,1082-9636,1527-8263,Duke University Press,,United States,English,http://jmems.dukejournals.org/
Journal of Medieval History,0304-4181,1873-1279,Taylor & Francis,,Netherlands,English,http://www.tandfonline.com/toc/rmed20/current
Journal of Modern European History,1611-8944,2631-9764,Sage Publications,,United Kingdom,English,http://www.chbeck.de/Journal-of-Modern-European-History/trefferliste.aspx?toc=3434
Journal of Pacific History,0022-3344,1469-9605,Routledge,,United Kingdom,English,http://www.tandf.co.uk/journals/carfax/00223344.html
Journal of Social History,0022-4529,1527-1897,Oxford University Press,,United States,English,https://academic.oup.com/jsh
Journal of the History of Ideas,0022-5037,1086-3222,University of Pennsylvania Press,,United States,English,http://jhi.pennpress.org/home/
Journal of Women's History,1042-7961,1527-2036,Johns Hopkins University Press,,United States,English,https://www.press.jhu.edu/journals/journal_of_womens_history
Journal of World History,1045-6007,1527-8050,University of Hawai'i Press,,United States,English,http://www.uhpress.hawaii.edu/t-journal-of-world-history.aspx
Kritika: Explorations in Russian and Eurasian History,1531-023X,1538-5000,Johns Hopkins University Press,,United States,English,https://muse.jhu.edu/journals/kritika/
Labor History,0023-656X,1469-9702,Routledge,,United Kingdom,English,http://www.tandfonline.com/loi/clah20
Modern Intellectual History,1479-2443,1479-2451,Cambridge University Press,,United Kingdom,English,http://www.cambridge.org/journals/journal_catalogue.asp?mnemonic=MIH
Osiris,0369-7827,1933-8287,University of Chicago Press,History of Science Society,United States,Multiple languages,http://www.journals.uchicago.edu/toc/osiris/current
Past & Present,0031-2746,1477-464X,Oxford University Press,Past and Present Society,United Kingdom,English,https://academic.oup.com/past/pages/About
Reallexikon der Germanischen Altertumskunde - Ergänzungsbände,1866-7678,2365-3647,Walter de Gruyter (De Gruyter),,Germany,English,https://www.degruyter.com/serial/RGA-ERG-B/html
Rethinking history,1364-2529,1470-1154,Routledge,,United Kingdom,English,http://www.tandfonline.com/loi/rrhi20
Russian History,0094-288X,1876-3316,Brill Academic Publishers,,Netherlands,English,http://booksandjournals.brillonline.com/content/journals/18763316
Scandinavian Economic History Review,0358-5522,1750-2837,Routledge,,Denmark,English,https://www.tandfonline.com/toc/sehr20/current
Scandinavian Journal of History,0346-8755,1502-7716,Routledge,,United Kingdom,English,http://www.tandfonline.com/loi/shis
Social history (London),0307-1022,1470-1200,Routledge,,United Kingdom,English,http://www.tandfonline.com/loi/rshi20
Social history of medicine,0951-631X,1477-4666,Oxford University Press,,United Kingdom,English,http://shm.oxfordjournals.org/
Speculum,0038-7134,2040-8072,University of Chicago Press,,United States,English,https://www.journals.uchicago.edu/journals/spc/about
Studies in History and Philosophy of Science,0039-3681,1879-2510,Elsevier,,United Kingdom,English,https://www.sciencedirect.com/journal/studies-in-history-and-philosophy-of-science-part-a
Technology and Culture,0040-165X,1097-3729,Johns Hopkins University Press,,United States,English,https://www.press.jhu.edu/journals/technology_and_culture/
The Economic History Review,0013-0117,1468-0289,John Wiley & Sons,Economic History Society,United Kingdom,English,https://onlinelibrary.wiley.com/journal/14680289
The Historical Journal,0018-246X,1469-5103,Cambridge University Press,,United Kingdom,English,http://journals.cambridge.org/action/displayJournal?jid=HIS
The Journal of African History,0021-8537,1469-5138,Cambridge University Press,,United Kingdom,English,http://www.journals.cambridge.org/action/displayJournal?jid=AFH
The Journal of modern history,0022-2801,1537-5358,University of Chicago Press,,United States,English,http://www.journals.uchicago.edu/loi/jmh
The Sixteenth Century Journal,0361-0160,2326-0726,,"Sixteenth Century Journal Publishers, Inc.",United States,English,https://www.escj.org/
The William and Mary quarterly,0043-5597,1933-7698,,Omohundro Institute of Early American History & Culture,United States,English,http://oieahc.wm.edu/wmq/index.cfm
Traditio,0362-1529,2166-5508,Cambridge University Press,,United States,English,http://journals.cambridge.org/action/displayJournal?jid=TDO
Transactions of the Royal Historical Society,0080-4401,1474-0648,Cambridge University Press,,United Kingdom,English,https://www.cambridge.org/core/journals/transactions-of-the-royal-historical-society
Viator: Medieval and Renaissance Studies,0083-5897,2031-0234,Brepols,,Belgium,English,http://www.brepolsonline.net/loi/viator
Vierteljahrshefte für Zeitgeschichte,0042-5702,2196-7121,Walter de Gruyter (De Gruyter),De Gruyter Oldenbourg,Germany,German,http://www.degruyter.com/view/j/vfzg
Atlantic studies,1478-8810,1740-4649,Routledge,,United Kingdom,English,http://www.tandfonline.com/loi/rjas20
Brill’s Humanities in China Library,1874-8023,,Brill Academic Publishers,,Netherlands,,http://www.brill.nl/default.aspx?partid=17&mcid=1&pgid=2&pid=29128
Brill's Indological Library (BIL),0925-2916,,Brill Academic Publishers,,Netherlands,English,https://brill.com/view/serial/BIL
Brill's Inner Asian Library,1566-7162,,Brill Academic Publishers,,Netherlands,,https://www.brill.nl/publications/brills-inner-asian-library
Brill's Japanese Studies Library,0925-6512,,Brill Academic Publishers,,Netherlands,English,https://brill.com/view/serial/BJSL
Brill's Series in Jewish Studies,0926-2261,,Brill Academic Publishers,,Netherlands,,http://www.brill.nl/default.aspx?partid=17&mcid=7&pgid=2&pid=7156
China Studies,1570-1344,,Brill Academic Publishers,,Netherlands,,http://www.brill.com/publications/china-studies
Columbia Studies in the Classical Tradition,0166-1302,,Brill Academic Publishers,,Netherlands,English,https://brill.com/view/serial/CSCT
Cultural Studies,0950-2386,1466-4348,Routledge,,United Kingdom,English,http://www.tandf.co.uk/journals/titles/09502386.asp
Culture and History of the Ancient Near East,1566-2055,,Brill Academic Publishers,,Netherlands,,http://www.brill.nl/default.aspx?partid=17&mcid=7&scid=352&pgid=2&pid=9265
Cuneiform Monographs,0929-0052,,Brill Academic Publishers,,Netherlands,,http://www.brill.nl/default.aspx?partid=17&mcid=7&pgid=2&pid=10009
Eighteenth-Century Studies,0013-2586,1086-315X,Johns Hopkins University Press,,United States,English,http://www.press.jhu.edu/journals/eighteenth-century_studies/
"Handbook of Oriental Studies. 3. Abt., South-East Asia",1384-6191,,Brill Academic Publishers,,Netherlands,Multiple languages,http://www.brill.com/publications/handbook-oriental-studies-section-3-southeast-asia
Handbook of Oriental Studies. Section 1 The Near and Middle East,0169-9423,,Brill Academic Publishers,,Netherlands,German,https://brill.com/display/serial/HO1?contents=toc-67486
Handbook of Oriental Studies. Section 8 Uralic & Central Asian Studies,0169-8524,,Brill Academic Publishers,,Netherlands,,https://brill.com/view/serial/HO8
History of the Human Sciences,0952-6951,1461-720X,Sage Publications,,United Kingdom,English,https://uk.sagepub.com/en-gb/eur/journal/history-human-sciences
International Journal of Cultural Policy,1028-6632,1477-2833,Taylor & Francis,,United Kingdom,English,https://www.tandfonline.com/journals/gcul20
Intersections,1568-1181,,Brill Academic Publishers,,Netherlands,English,https://brill.com/view/serial/INTE
"Islamic Philosophy, Theology and Science. Texts and Studies",0169-8729,,Brill Academic Publishers,,Netherlands,English,http://www.brill.com/publications/islamic-philosophy-theology-and-science-texts-and-studies
Journal for Artistic Research (JAR),,2235-0225,,Society for Artistic Research,Switzerland,English,http://jar-online.net
Journal of Aesthetics and Culture,,2000-4214,Taylor & Francis,,Sweden,English,http://www.aestheticsandculture.net/index.php/jac
Journal of African Languages and Linguistics,0167-6164,1613-3811,Walter de Gruyter (De Gruyter),,Germany,English,http://www.degruyter.com/view/j/jall
Journal of English and Germanic Philology (JEGP),0363-6941,1945-662X,University of Illinois Press,,United States,English,https://www.press.uillinois.edu/journals/jegp.html
Journal of Indo-European Studies,0092-2323,,,Institute for the Study of Man,United States,English,http://jies.org/default.html
"Mnemosyne, Supplements",0169-8958,,Brill Academic Publishers,,Netherlands,,http://www.brill.nl/default.aspx?partid=17&mcid=4&pgid=2&pid=7368
Modernism/Modernity,1071-6068,1080-6601,Johns Hopkins University Press,,United States,English,http://muse.jhu.edu/journals/modernism-modernity/toc/mod11.1.html
Muslim Minorities,1570-7571,,Brill Academic Publishers,,Netherlands,,http://www.brill.nl/default.aspx?partid=17&mcid=6&pgid=2&pid=11025
Probleme der Ägyptologie,0169-9601,,Brill Academic Publishers,,Netherlands,,http://www.brill.nl/default.aspx?partid=17&mcid=7&pgid=2&pid=7436
Representations,0734-6018,1533-855X,University of California Press,,United States,English,http://www.ucpress.edu/journals/rep/
Sámi dieđalaš áigečála (SDÁ),0805-4312,1894-0498,,Septentrio Academic Publishing,Norway,Northern Sámi,https://septentrio.uit.no/index.php/SDA/
Section 4 China,0169-9520,,Brill Academic Publishers,,Netherlands,German,https://brill.com/view/serial/HO4
Themes in Islamic Studies,1389-823X,,Brill Academic Publishers,,Netherlands,English,https://brill.com/view/serial/TIS
Word and Image,0266-6286,1943-2178,Routledge,,United Kingdom,English,http://www.tandfonline.com/loi/twim20
